Цена,Ссылка,Место,Кол-во комнат,Площадь,Год строительства
449 000 €,https://profitrealestate.ru/catalog_single/Dve_krasivyh_villy_v_raione_Kargydzhak_predlozhenie_ot_zastroishika_360_m2,"Алания, Каргыджак",4+1,360 м2,2019
44 000 €,https://profitrealestate.ru/catalog_single/Prostornyi_dubleks_21_v_raione_Demirtash_riadom_s_morem,"Алания, Демирташ",2+1,140 м2,2000
44 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_stroiashemsia_komplekse_v_Avsallare_s_rassrochkoi,"Алания, Авсаллар",1+1,47-60 м2,2020
137 000 €,https://profitrealestate.ru/catalog_single/Dve_kvartiry_planirovki_31_sovremennyi_zhiloi_kompleks_vid_na_more_i_gory_175_m2,"Алания, Алания центр",3+1,175 м2,2017
113 500 €,https://profitrealestate.ru/catalog_single/SHikarnaia_dvuhetazhnaia_kvartiradupleks_raion_Mahmutlar_vid_na_more_i_gory_300_m2,"Алания, Махмутлар",5+1,300 м2,2017
179 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_riadom_s_morem_prestizhnyi_raion_Oba,"Алания, Оба",2+1,115 м2,2016
149 000 €,https://profitrealestate.ru/catalog_single/Kompleks_2019_goda_postroiki_v_700_metrah_ot_Sredizemnogo_moria_v_raione_Oba,"Алания, Оба","3+1, 4+1",177 м2,2019
64 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_ot_zastroishika_v_novom_komplekse_v_Alanii_raion_Avsallar_v_rassrochku,"Алания, Авсаллар","1+1, 2+1, 3+1",57-174 м2,2021
49 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_s_mebeliu_v_samom_serdce_Alanii_60_m2,"Алания, Алания центр",1+1,60 м2,2002
170 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_11_liuks_klassa_v_shikarnom_komplekse_na_beregu_Sredizemnogo_moria,"Алания, Алания центр",1+1,75 м2,2018
121 000 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnyi_meblirovannyi_penthaus_v_Obe_v_200_metrah_ot_Sredizemnogo_moria,"Алания, Оба",3+1,180 м2,2008
72 000 €,https://profitrealestate.ru/catalog_single/Novyi_zhiloi_kompleks_raspolozhennyi_v_raione_Gazipasha_v_2500_metrah_ot_Sredizemnogo_moria,"Алания, Газипаша","2+1, 3+1, 4+1",109 - 239 м2,2019
385 000 €,https://profitrealestate.ru/catalog_single/Krasivaia_villa_s_mebeliu_i_tehnikoi_v_raione_Konakly_250_m2,"Алания, Конаклы",4+1,250 м2,2013
170 000 €,https://profitrealestate.ru/catalog_single/SHikarnyi_dupleks_v_centre_Alanii,"Алания, Алания центр",3+1,220 м2,2018
75 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_Mahmutlare_s_priamym_vidom_na_more_100_m2,"Алания, Махмутлар",2+1,100 м2,2012
155 000 €,https://profitrealestate.ru/catalog_single/Novyi_stroiashiisia_kompleks_v_Mahmutlare_Alaniia_ot_nadezhnogo_zastroishika,"Алания, Махмутлар","2+1, 4+1",65-95 м2,2021
93 500 €,https://profitrealestate.ru/catalog_single/Stilnaia_trehkomnatnaia_kvartira_v_Mahmutlare_s_vidom_na_more_125_m2,"Алания, Махмутлар",2+1,125 м2,2006
59 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_meblirovannaia_kvartira_ot_sobstvennika_v_raione_%D0%90%D0%BB%D0%B0%D0%BD%D1%8C%D1%8F_70_m2,"Алания, Алания центр",1+1,70 м2,2015
72 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_trehkomnatnaia_kvartira_v_raione_Mahmutlar_120_m2,"Алания, Махмутлар",2+1,120 м2,2015
83 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_trehkomnatnaia_kvartira_v_komplekse_s_shikarnoi_infrastrukturoi_115_m2,"Алания, Махмутлар",2+1,115 м2,2014
94 000 €,https://profitrealestate.ru/catalog_single/Investicionnyi_proekt_na_stadii_stroitelstva_v_Mahmutlare,"Алания, Махмутлар","1+1, 2+1, 3+1, 4+1",63 м2,декабрь 2020
65 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_na_stadii_stroitelstva,"Алания, Кестель","1+1, 2+1, 3+1",55 м2,2021
63 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_Alanii_v_raione_Kargydzhak,"Алания, Каргыджак","1+1, 2+1",55-133 м2,2021
46 000 €,https://profitrealestate.ru/catalog_single/Kvartira_na_arendu_v_Alanii_Mahmutlar_v_komplekse_s_shirokoi_infrastrukturoi,"Алания, Махмутлар",1+1,65 м2,2014
179 000 €,https://profitrealestate.ru/catalog_single/Krasivaia_trehkomnatnaia_kvartira_s_vidom_na_more_130_m2,"Алания, Каргыджак",2+1,130 м2,2017
152 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_samom_serdce_Alanii_s_shikarnym_vidom_na_more_i_istoricheskii_centr_goroda_91_m2,"Алания, Алания центр",2+1,91 м2,2000
54 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_dvuhkomnatnaia_kvartira_v_Alanii_70_m2,"Алания, Джикджилли",1+1,70 м2,2008
99 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_v_50_metrah_ot_pliazha_v_samom_centre_Alanii,"Алания, Алания центр","1+1, 2+1",63 м2,2019
137 500 €,https://profitrealestate.ru/catalog_single/Prostornaia_trehkomnatnaia_kvartira_v_prestizhnom_raione_Alanii_Oba_130_m2,"Алания, Оба",2+1,130 м2,2016
58 500 €,https://profitrealestate.ru/catalog_single/Deshevaia_trehkomnatnaia_kvartira_v_Alanii_toropites,"Алания, Алания центр",2+1,90 м2,2005
90 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_novom_zhilom_komplekse_v_Mahmutlare_Alaniia,"Алания, Махмутлар","2+1, 3+1",110-220 м2,2019
154 000 €,https://profitrealestate.ru/catalog_single/SHikarnyi_dubleks_planirovki_31_s_vidom_na_more_v_Mahmutlare,"Алания, Махмутлар",3+1,180 м2,2015
60 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_prestizhnom_raione_Alanii_Oba_68_m2,"Алания, Оба",1+1,68 м2,2015
299 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_villa_planirovki_41_na_pervoi_beregovoi_linii_v_Dermitashe_185_m2,"Алания, Демирташ",4+1,185 м2,2015
170 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_villa_v_raione_Kargydzhak,"Алания, Каргыджак",3+1,200 м2,2007
110 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_Alanii_raion_Kargydzhak_kvartiry_64120m2,"Алания, Каргыджак","1+1, 2+1, 3+1",64-120 м2,2020
93 500 €,https://profitrealestate.ru/catalog_single/Novaia_dvuhkomnatnaia_kvartira_v_centre_Alanii_s_vyhodom_v_sad_50_m2,"Алания, Алания центр",1+1,50 м2,2018
280 000 €,https://profitrealestate.ru/catalog_single/Dvuhetazhnaia_kvartira_planirovki_42_na_pervoi_beregovoi_linii_v_Mahmutlare_270_m2,"Алания, Махмутлар",4+2,270 м2,2006
77 000 €,https://profitrealestate.ru/catalog_single/Dvuhetazhnaia_kvartira_planirovki_31_v_Mahmutlare_s_vidom_na_more_160_m2,"Алания, Махмутлар",3+1,160 м2,2016
66 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_novom_dome_v_centre_Alanii__po_super_vygodnoi_cene_67_m2,"Алания, Алания центр","1+1, 2+1",67 м2,2019
115 500 €,https://profitrealestate.ru/catalog_single/Apartamenty_31_s_vidom_na_more_na_pervoi_beregovoi_linii_v_Mahmutlare_CHastichno_meblirovannye,"Алания, Махмутлар",3+1,160 м2,2018
99 000 €,https://profitrealestate.ru/catalog_single/Villa_s_chastnym_basseinom_i_dzhakuzi_225_m2,"Алания, Каргыджак",4+1,225 м2,2012
110 000 €,https://profitrealestate.ru/catalog_single/Krasivye_chetyrehkomnatnye_apartamenty_v_prestizhnoi_rezidencii_Mahmutlar,"Алания, Махмутлар",3+1,130 м2,2015
185 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_v_komplekse_klassa_liuks_na_pervoi_beregovoi_linii,"Алания, Махмутлар",2+1,105 м2,2017
269 000 €,https://profitrealestate.ru/catalog_single/Villy_planirovok_31_i_41_i_novom_proekte_po_vygodnoi_cene_ot_141_m2,"Алания, Каргыджак","3+1, 4+1",141 м2,2019
210 000 €,https://profitrealestate.ru/catalog_single/Krasivaia_villa_na_etape_zastroiki_v_Alanii_220_m2,"Алания, Алания центр",4+2,220 м2,2019
77 000 €,https://profitrealestate.ru/catalog_single/Uiutnaia_dvuhkomnatnaia_kvartira_v_sovremennom_zhilom_komplekse_v_Mahmutlare_64_m2,"Алания, Махмутлар",1+1,64 м2,2017
71 500 €,https://profitrealestate.ru/catalog_single/Apartamenty_planirovki_21_v_centre_Mahmutlara_na_9_etazhe,"Алания, Махмутлар",2+1,125 м2,2010
54 000 €,https://profitrealestate.ru/catalog_single/Prostornye_uiutnye_apartamenty_planirovki_11_v_centre_Mahmutlara_na_arendu,"Алания, Махмутлар",1+1,70 м2,2012
99 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_centre_Alanii_v_novom_zhilom_komplekse_na_etape_zastroiki_v_50_metrah_ot_moria_85_m2,"Алания, Алания центр","2+1, 3+1",85 м2,2020
230 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_dvuhetazhnaia_villa_s_vidom_na_more_i_drevniuiu_krepost_v_Alanii_250_m2,"Алания, Алания центр",3+1,250 м2,2013
570 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_villa_s_vidom_na_Sredizemnoe_more_i_starinnuiu_krepost_v_Alanii_220_m2,"Алания, Алания центр",4+1,220 м2,2016
96 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_planirovok_11_21_31_i_41_v_samom_centre_Alanii_riadom_s_pliazhem_Kleopatry_ot_50_m2,"Алания, Алания центр","1+1, 2+1, 3+1, 4+1",50 м2,2020
63 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_elitnom_zhilom_komplekse_s_vidom_na_more_65_m2,"Алания, Каргыджак",1+1,65 м2,2018
47 500 €,https://profitrealestate.ru/catalog_single/Kvartira_ot_sobstvennika_s_mebeliu_v_samom_centre_Mahmutlara_Alaniia,"Алания, Махмутлар",1+1,65 м2,2015
77 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_dvuhkomnatnaia_kvartira_s_mebeliu_v_Oba_70_m2,"Алания, Оба",1+1,70 м2,2014
68 500 €,https://profitrealestate.ru/catalog_single/Stilnaia_kvartira_21_s_dzhakuzi_v_Mahmutlare_110_m2,"Алания, Махмутлар",2+1,110 м2,2011
88 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_chetyrehkomnatnaia_kvartira_s_mebeliu_v_Dzhikdzhilli_145_m2,"Алания, Джикджилли",3+1,145 м2,2007
119 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_na_pervoi_beregovoi_linii_v_raione_Kestel_Alaniia,"Алания, Кестель","2+1, 3+1, 4+1",65-210 м2,2021
62 000 €,https://profitrealestate.ru/catalog_single/Uiutnaia_kvartira_s_dzhakuzi_v_Alanii_100_m2,"Алания, Алания центр",2+1,100 м2,2009
44 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartira_11_v_Mahmutlare_v_400_metrah_ot_moria,"Алания, Махмутлар",1+1,65 м2,2014
127 000 €,https://profitrealestate.ru/catalog_single/Novyi_elitnyi_investicionnyi_proekt_v_raione_Oba_Alaniia,"Алания, Оба","2+1, 3+1",70-185 м2,2020
269 500 €,https://profitrealestate.ru/catalog_single/Krasivaia_villa_v_Alanii_s_vidom_na_krepost_i_Sredizemnoe_more_270_m2,"Алания, Алания центр",3+2,270 м2,2016
72 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_na_pervoi_beregovoi_linii_v_Mahmutlare_72_m2,"Алания, Кестель",2+1,77 м2,2006
59 500 €,https://profitrealestate.ru/catalog_single/Kvartira_s_mebeliu_i_tehnikoi_v_komplekse_s_infrastrukturoi_nedaleko_ot_pliazha_Kleopatry,"Алания, Алания центр",1+1,50 м2,2014
175 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_trehkomnatnaia_kvartira_v_zhilom_komplekse_premium_klassa_120_m2,"Алания, Конаклы",2+1,120 м2,2017
295 000 €,https://profitrealestate.ru/catalog_single/Elitnaia_villa_v_Alanii__raion_Konakly_v_komplekse_s_sobstvennym_pliazhem,"Алания, Конаклы",4+1,250 м2,2010
102 500 €,https://profitrealestate.ru/catalog_single/Apartamenty_21_na_pervoi_beregovoi_linii_s_priamym_vidom_na_more_Mahmutlar,"Алания, Махмутлар",2+1,110 м2,1999
165 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_novom_komplekse_v_centre_Alanii_po_vygodnoi_cene,"Алания, Алания центр",5+1,270 м2,2019
60 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_centre_Alanii_65_m2,"Алания, Алания центр",1+1,65 м2,2015
38 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_raione_Avsallar_apartamenty_planirovok_11_21_i_31_Ceny_ot_33_000_evro,"Алания, Авсаллар","1+1, 2+1, 3+1",58-160 м2,2020
85 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_planirovok_31_i_41_v_novom_zhilom_komplekse_s_vidom_na_more_v_centre_Alanii_ot_145_m2,"Алания, Алания центр","3+1, 4+1",145-300 м2,2019
81 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartiradupleks_41_v_centre_Alanii_156_m2,"Алания, Алания центр",4+1,156 м2,2005
350 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_polnostiu_meblirovana_kvartiradupleks_planirovki_61_v_Kestele_330_m2,"Алания, Кестель",6+1,330 м2,2013
89 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartira__21_s_vidom_na_more_v_Konakly__111_m2,"Алания, Конаклы",2+1,111 м2,2009
108 000 €,https://profitrealestate.ru/catalog_single/Dvuhurovnevaia_kvartira_v_Alanii_raion_Kestel_110_m2,"Алания, Кестель",2+1,110 м2,2013
284 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_meblirovannaia_kvartiradupleks_s_vidom_na_more_i_gory_v_Kestele_200_m2,"Алания, Кестель",4+1,200 м2,2016
87 000 €,https://profitrealestate.ru/catalog_single/Vygodnoe_investicionnoe_predlozhenie_na_etape_stroitelstva_v_samom_centre_Alanii_rassrochka_do_iiulia_2020_goda,"Алания, Алания центр","1+1, 2+1",62-120 м2,2020
58 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_kvartira_planirovki_11_s_vidom_na_more_v_Kestele_70_m2,"Алания, Кестель",1+1,70 м2,2016
395 000 €,https://profitrealestate.ru/catalog_single/SHikarnyi_penthaus_s_potriasaiushim_vidom_na_mire_v_elitnoi_rezidencii_v_Konakly,"Алания, Конаклы",3+2,296 м2,2015
117 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartira_11_v_centre_Alanii_60_m2,"Алания, Алания центр",1+1,60 м2,2016
63 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_s_mebeliu_v_raione_Alanii_Dzhikdzhilli,"Алания, Джикджилли",2+1,120 м2,2004
72 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_s_otdelnoi_kuhnei_v_centre_Alanii,"Алания, Алания центр",2+1,120 м2,2001
650 000 €,https://profitrealestate.ru/catalog_single/Dvuhetazhnaia_meblirovannaia_villa_s_4_spalniami_i_potriasaiushimi_vidami_v_Kargydzhake,"Алания, Каргыджак",4+1,500 м2,2016
220 000 €,https://profitrealestate.ru/catalog_single/SHikarnye_apartamenty_planirovki_31_v_Kestele_na_pervoi_beregovoi_linii,"Алания, Кестель",3+1,250 м2,2013
36 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_raione_Kargydzhak_s_rassrochkoi_platezha_na_12_mesiacev,"Алания, Каргыджак","1+1, 2+1, 0+1",32-84 м2,2019
65 500 €,https://profitrealestate.ru/catalog_single/Arenda_sovershenno_novyh_apartamentov_liuks_klassa_v_komplekse_Elit_Life_5_s_infrastrukturoi_5_otelia,"Алания, Махмутлар",1+1,65 м2,2016
63 500 €,https://profitrealestate.ru/catalog_single/Apartamenty_s_vidom_na_more_v_komplekse_klassa_liuks_na_stadii_stroitelstva_v_Mahmutlare,"Алания, Махмутлар","1+1, 2+1, 3+1",70-160 м2,2021
89 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_stroiashemsia_komplekse_ot_zastroishika_v_Alanii_Mahmutlar,"Алания, Махмутлар",2+1,46-110 м2,2020
112 500 €,https://profitrealestate.ru/catalog_single/Komfortnye_apartamenty_21_u_podnozhia_gor_Kargydzhak,"Алания, Каргыджак",2+1,110 м2,2015
82 500 €,https://profitrealestate.ru/catalog_single/Kvartira_planirovki_21_s_otdelnoi_kuhnei_s_vidom_na_more_i_gory,"Алания, Джикджилли",2+1,125 м2,2008
52 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_komplekse_2018_goda_postroiki_liuks_v_200_metrah_ot_moria,"Алания, Махмутлар",1+1,75 м2,2018
60 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_na_etape_stroitelstvo_planirovki_11_napriamuiu_ot_zastroishika_po_ochen_vygodnym_cenam,"Алания, Махмутлар",1+1,43 м2,2020
55 000 €,https://profitrealestate.ru/catalog_single/Kvartira_v_Alanii_raion_Dzhikdzhilli,"Алания, Джикджилли",1+1,65 м2,2011
170 000 €,https://profitrealestate.ru/catalog_single/Villa_planirovki_41_s_ploshadiu_265_m2_s_polnym_paketom_mebeli,"Алания, Авсаллар",4+1,265 м2,2008
110 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_31_na_vysokom_etazhe_v_novom_dome_2018_goda_Krasivyi_vid_iz_okon,"Алания, Махмутлар",3+1,160 м2,2018
53 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_v_zhilom_komplekse_v_Avsallare_Alaniia,"Алания, Авсаллар",1+1,57 м2,2015
58 500 €,https://profitrealestate.ru/catalog_single/Proekt_na_stadii_stroitelstva_v_centre_Mahmutlara_Alaniia,"Алания, Махмутлар","1+1, 2+1, 4+1",75-246 м2,2020
66 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_11_s_mebeliu_v_centre_Alanii,"Алания, Алания центр",1+1,55 м2,2012
154 000 €,https://profitrealestate.ru/catalog_single/Piatikomnatnyi_meblirovannyi_dubleks_v_150_metrah_ot_Sredizemnogo_moria_raion_Mahmutlar,"Алания, Махмутлар",4+1,230 м2,2005
66 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartira_planirovki_11_v_komplekse_s_infrastrukturoi_5_otelia_Raion_Oba,"Алания, Оба",1+1,65 м2,2015
66 000 €,https://profitrealestate.ru/catalog_single/Dubleks_planirovki_31_v_raione_Demirtash_s_vidom_na_gory_i_more,"Алания, Демирташ",3+1,200 м2,2006
77 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_v_samom_centre_Alanii_v_150_metrah_ot_pliazha_Kleopatry,"Алания, Алания центр",1+1,60 м2,2017
88 000 €,https://profitrealestate.ru/catalog_single/Polnostiu_ukomplektovannye_mebeliu_i_bytovoi_tehnikoi__trehkomnatnye_apartamenty_zhdut_svoego_hoziaina_Raion_Tosmur,"Алания, Тосмур",2+1,85 м2,2015
53 000 €,https://profitrealestate.ru/catalog_single/Svetlye_uiutnye_meblirovannye_apartamenty_v_komplekse_s_otlichnoi_infrastrukturoi_ot_kompanii_Profit_Real_Estate,"Алания, Джикджилли",1+1,69 м2,2010
56 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_na_stadii_stroitelstva_ot_nadezhnogo_zastroishika_v_raione_Mahmutlar_vozmozhnost_pokupki_v_rassrochku,"Алания, Махмутлар","1+1, 2+1, 3+1",100-160 м2,2020
43 000 €,https://profitrealestate.ru/catalog_single/Investicionnyi_proekt_po_stoimosti_ot_32_000_Evro,"Алания, Авсаллар","1+1, 2+1, 4+2",55-108 м2,2020
84 000 €,https://profitrealestate.ru/catalog_single/Apartament_planirovki_21_ploshadiu_90_kv_m_v_elitnom_zhilom_komplekse_v_raione_Avsallar,"Алания, Авсаллар",2+1,90 м2,2015
55 600 €,https://profitrealestate.ru/catalog_single/Apartamenty_na_prodazhu_planirovki_11_21_i_31_s_neveroiatnym_vidom_na_gory_Toros_i_Sredizemnoe_more_v_samom_zelenom_raione_Alanii_Kargydzhak_s_chisteishim_vozduhom_hvoinyh_lesov,"Алания, Каргыджак","1+1, 2+1, 3+1",56-195 м2,2015
400 000 €,https://profitrealestate.ru/catalog_single/Potriasaiushaia_villa_planirovki_63_s_vidom_na_Alaniiu_i_Sredizemnoe_more_Kestel,"Алания, Кестель",6+3,470 м2,2018
61 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_na_etape_stroitelstva_v_kurortnom_raione_Alanii_Mahmutlar_Idealnoe_sootnoshenie_vysochaishego_kachestva_i_otlichnyh_cen_speshite,"Алания, Махмутлар","1+1, 2+1",60-138 м2,2019
229 000 €,https://profitrealestate.ru/catalog_single/Novyi_kachestvennyi_proekt_s_polnoi_infrastrukturoi_ot_nadezhnogo_zastroishika_v_prestizhnom_raione_Oba_Okonchanie_stroitelstva__2019_god,"Алания, Оба","1+1, 2+1, 3+1, 5+1",56-245 м2,2019
70 500 €,https://profitrealestate.ru/catalog_single/Stilnye_apartamenty_11_s_polnym_paketom_mebeli_i_bytovoi_tehniki_v_evropeiskom_raione_Alanii_Oba,"Алания, Оба",1+1,65 м2,2012
46 500 €,https://profitrealestate.ru/catalog_single/Kvartira_planirovki_21_s_otdelnoi_kuhnei_v_dome_gorodskogo_tipa_v_250__merah_ot_moria_po_demokratichnoi_cene,"Алания, Махмутлар",2+1,100 м2,1999
123 000 €,https://profitrealestate.ru/catalog_single/Velikolepnye_kvartiry_planirovok_11_21_31_na_pervoi_beregovoi_linii_v_superproekte_2019_goda,"Алания, Махмутлар","1+1, 2+1, 3+1",50-250 м2,2020
113 000 €,https://profitrealestate.ru/catalog_single/Prostornyi_uiutnyi_dubleks_41_s_vidom__na_Sredizemnoe_moreZHdet_Vas_,"Алания, Махмутлар",4+1,170 м2,2009
55 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_ot_zastroishika_s_panoramnymi_vidami_na_Sredizemnoe_more_Alaniiskii_poluostrov_i_Torocskie_gory,"Алания, Каргыджак","1+1, 2+1, 3+1, 4+1",65-230 м2,2017
79 500 €,https://profitrealestate.ru/catalog_single/Apartamenty_planirovki_21_v_evropeiskom_raione_Oba_riadom_s_TC_Alanium_Metro_i_Kochtash_Maksimalnaia_priblizhennost_k_moriu,"Алания, Оба",2+1,100 м2,2007
138 000 €,https://profitrealestate.ru/catalog_single/Prostornye_kvartiry_planirovok_21_31_i_51_v_zhilom_komplekse_v_centre_Alanii_po_privlekatelnoi_stoimosti_Do_pliazha_Kleopatry__500_metrov,"Алания, Алания центр",5+1,340 м2,2019
133 000 €,https://profitrealestate.ru/catalog_single/Mebelirovannaia_liukskvartira_11_raspolozhennaia_odna_na_etazhe_na_pervoi_beregovoi_linii_s_infrastrukturoi_otelia,"Алания, Каргыджак",1+1,72 м2,2015
91 500 €,https://profitrealestate.ru/catalog_single/Prostornaia_stilnaia_kvartira_v_evropeiskom_raione_Oba_v_500_metrah_ot_peschanogo_pliazha_v_horoshem_komplekse_s_basseinom,"Алания, Оба",2+1,110 м2,2005
143 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_dupleks_s_dvumia_spalniami_v_shikarnom_zhilom_komplekse_na_zavershaiushem_etape_stroitelstva,"Алания, Каргыджак",2+1,147 м2,2018
287 500 €,https://profitrealestate.ru/catalog_single/SHikarnaia_villa_s_lichnym_basseinom_v_ohraniaemom_komplekse_v_raione_Mahmutlar,"Алания, Махмутлар",3+1,250 м2,2004
85 000 €,https://profitrealestate.ru/catalog_single/Novyi_kompleks_v_zhivopisnom_raione_Kargydzhak_na_pervoi_beregovoi_linii,"Алания, Каргыджак","1+1, 2+1, 3+1",70-226 м2,2018
54 000 €,https://profitrealestate.ru/catalog_single/Sovremennyi_kompleks_v_raione_Avsallar_s_zelenoi_i_bolshoi_territoriei_nedaleko_ot_Sredizemnogo_moria,"Алания, Авсаллар",1+1,50 м2,2015
264 000 €,https://profitrealestate.ru/catalog_single/Feshenebelnaia_kvartira_v_samom_grandioznom_proekte_goda_raspolozhennom_v_centre_goroda_Alanii,"Алания, Алания центр",2+1,121 м2,2018
495 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_villa_51_s_lichnym_basseinom_nedaleko_ot_centra_Alanii_Potriasaiushii_vid_na_ves_gorod,"Алания, Алания центр",5+1,350 м2,2014
395 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_velikolepnaia_villa_s_lichnym_basseinom_mebeliu_i_vidom_na_more_dlia_cenitelei_roskoshi_i_komforta,"Алания, Каргыджак",5+1,320 м2,2016
93 500 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_v_samom_serdce_Alanii_stroitelstvo_kotorogo_zaplanirovano_v_oktiabre_2018_goda,"Алания, Алания центр",2+1,95 м2,2019
121 000 €,https://profitrealestate.ru/catalog_single/Kvartira_planirovki_21_v_komplekse_s_krytym_basseinom_v_centralnom_raione_Alanii_Tosmur_Vid_na_more,"Алания, Тосмур",2+1,85 м2,2015
107 000 €,https://profitrealestate.ru/catalog_single/Predstavliaem_Vam_roskoshnye_dvuhkomnatnye_apartamenty_v_zhilom_komplekse_s_bogatoi_infrastrukturoi_v_samom_centre_Alanii,"Алания, Алания центр",1+1,65 м2,2017
225 000 €,https://profitrealestate.ru/catalog_single/Novyi_kompleks_elitnyh_vill_v_raione_Konakly_ot_stabilnogo_i_nadezhnogo_zastroishika,"Алания, Конаклы","3+1, 4+1, 5+1",150-450 м2,2020
69 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_na_prodazhu_v_novom_kompleks_s_infrastrukturoi_v_centralnoi_chasti_Mahmutlara,"Алания, Махмутлар","1+1, 2+1",75-220 м2,2017
95 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_samom_centre_goroda_Alaniia_s_apartamentami_razlichnyh_planirovok_i_vozmozhnostiu_besprocentnoi_rassrochki_platezha_do_dekabria_2019_goda,"Алания, Алания центр","1+1, 2+1",40-120 м2,2019
187 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_s_vidom_na_more_v_novom_zhilom_komplekse_ot_izvestnogo_zastroishika_v_Kargydzhake,"Алания, Каргыджак",2+1,115 м2,2017
550 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_villa_s_basseinom_i_prekrasnymi_vidovymi_harakteristikam_i_v_zhivopisnom_i_tihom_raione_Alanii_Kargydzhak,"Алания, Каргыджак",5+2,300 м2,2012
119 000 €,https://profitrealestate.ru/catalog_single/Elegantnyi_i_sovremennyi_kompleks_v_dinamichno_razvivaiushemsia_raione_Avsallar_riadom_s_samymi_luchshimi_pliazhami_Turcii,"Алания, Авсаллар","2+1, 3+1, 4+1",110-220 м2,2018
